33.7757,84.4213
33.7757,84.4263
33.7757,84.4313
33.7757,84.4363
33.7807,84.4363
33.7857,84.4363
33.7907,84.4363
33.7907,84.4313
33.7907,84.4263
33.7857,84.4263
33.7807,84.4263
33.7757,84.4263
33.7757,84.4313
33.7757,84.4363
33.7807,84.4363
33.7857,84.4363
33.7907,84.4363
33.795700000000004,84.4363
33.795700000000004,84.4313
33.8007,84.4313
33.8057,84.4313
33.8107,84.4313
33.8107,84.4263
33.8107,84.4213
33.8107,84.41629999999999
33.8107,84.4113
33.8157,84.4113
33.8157,84.41629999999999
33.8107,84.41629999999999
33.8057,84.41629999999999
33.8007,84.41629999999999
33.8007,84.4213
33.8057,84.4213
33.8107,84.4213
33.8107,84.4263
33.8157,84.4263
33.8157,84.4313
33.8207,84.4313
33.8207,84.4363
33.8207,84.4413
33.8157,84.4413
33.8107,84.4413
33.8057,84.4413
33.8057,84.4363
33.8057,84.4313
33.8007,84.4313
33.8007,84.4363
33.8007,84.4413
33.8057,84.4413
33.8107,84.4413
33.8107,84.4363
33.8107,84.4313
33.8107,84.4263
33.8107,84.4213
33.8107,84.41629999999999
33.8157,84.41629999999999
33.8157,84.4213
33.8157,84.4263
33.8157,84.4313
33.8157,84.4363
33.8207,84.4363
33.8207,84.4413
33.8157,84.4413
33.8157,84.4363
33.8107,84.4363
33.8107,84.4413
33.8157,84.4413
33.8207,84.4413
33.8207,84.4363
33.8157,84.4363
33.8157,84.4413
33.8107,84.4413
33.8057,84.4413
33.8007,84.4413
33.795700000000004,84.4413
33.795700000000004,84.4363
33.7907,84.4363
33.7907,84.4413
33.795700000000004,84.4413
33.795700000000004,84.4363
33.795700000000004,84.4313
33.795700000000004,84.4263
33.795700000000004,84.4213
33.7907,84.4213
33.7857,84.4213
33.7807,84.4213
33.7757,84.4213
33.7757,84.4263
33.7757,84.4313
33.7757,84.4363
33.7757,84.4413
33.7807,84.4413
33.7807,84.4363
33.7857,84.4363
33.7857,84.4313
33.7857,84.4263
33.7807,84.4263
33.7807,84.4213
